name	location	url	type	coordinates	description
Fort Frederica National Monument	Georgia	https://en.wikipedia.org/wiki/Fort_Frederica_National_Monument	National monuments	31.22384; -81.39324	Fort Frederica National Monument, on St.  Simons Island, Georgia, preserves the archaeological remnants of a fort and town built by James Oglethorpe between 1736 and 1748 to protect the southern boundary of the British colony of Georgia from Spanish raids.
Fort Matanzas National Monument	Florida	https://en.wikipedia.org/wiki/Fort_Matanzas_National_Monument	National monuments	29.71528; -81.23917	Fort Matanzas National Monument (Spanish: Fuerte Matanzas) was designated a United States National Monument on October 15, 1924. [2]  The monument consists of a 1740 Spanish fort called Fort Matanzas, and about 100 acres (0.4 km2) of salt marsh and barrier islands along the Matanzas River on the northern Atlantic coast of Florida.
Fort McHenry National Monument and Historic Shrine	Maryland	https://en.wikipedia.org/wiki/Fort_McHenry	National monuments	39.263417; -76.579750	Fort McHenry is a historical American coastal pentagonal bastion fort on Locust Point, now a neighborhood of Baltimore, Maryland.  It is best known for its role in the War of 1812, when it successfully defended Baltimore Harbor from an attack by the British navy from the Chesapeake Bay on September 13–14, 1814.
Fort Monroe National Monument	Virginia	https://en.wikipedia.org/wiki/Fort_Monroe_National_Monument	National monuments	37.00361; -76.30750	Fort Monroe, managed by partnership between the Fort Monroe Authority for the Commonwealth of Virginia, the National Park Service as the Fort Monroe National Monument, and the City of Hampton, is a former military installation in Hampton, Virginia, at Old Point Comfort, the southern tip of the Virginia Peninsula, United States.  Along with Fort Wool, Fort Monroe originally guarded the navigation channel between the Chesapeake Bay and Hampton Roads—the natural roadstead at the confluence of the Elizabeth, the Nansemond and the James rivers.
Fort Pulaski National Monument	Georgia	https://en.wikipedia.org/wiki/Fort_Pulaski_National_Monument	National monuments	32.02722; -80.89028	Fort Pulaski National Monument is located on Cockspur Island between Savannah and Tybee Island, Georgia.  It preserves Fort Pulaski, the place where the Union Army successfully tested rifled cannon in combat during the American Civil War in 1862, the success of which rendered brick fortifications obsolete.
Fort Stanwix National Monument	New York	https://en.wikipedia.org/wiki/Fort_Stanwix	National monuments	43.21056; -75.45528	Fort Stanwix was a colonial fort whose construction commenced on August 26, 1758, under the direction of British General John Stanwix, at the location of present-day Rome, New York, but was not completed until about 1762.  The bastion fort was built to guard a portage known as the Oneida Carry during the French and Indian War.
Fort Union National Monument	New Mexico	https://en.wikipedia.org/wiki/Fort_Union_National_Monument	National monuments	35.907; -105.015	Fort Union National Monument is a unit of the National Park Service of the United States, and is located north of Watrous in Mora County, New Mexico.  The national monument was founded on June 28, 1954.
Fossil Butte National Monument	Wyoming	https://en.wikipedia.org/wiki/Fossil_Butte_National_Monument	National monuments	41.86444; -110.77583	Fossil Butte National Monument is a United States National Monument managed by the National Park Service, located 15 miles (24 km) west of Kemmerer, Wyoming, United States.  It centers on an assemblage of Eocene Epoch (56 to 34 million years ago) animal and plant fossils associated with Fossil Lake—the smallest lake of the three great lakes which were then present in what are now Wyoming, Utah, and Colorado.
Freedom Riders National Monument	Alabama	https://en.wikipedia.org/wiki/Freedom_Riders_National_Monument	National monuments	33.63500; -85.90833	The Freedom Riders National Monument is a United States National Monument in Anniston, Alabama established by President Barack Obama in January 2017 to preserve and commemorate the Freedom Riders during the Civil Rights Movement.  The monument is administered by the National Park Service.
George Washington Birthplace National Monument	Virginia	https://en.wikipedia.org/wiki/George_Washington_Birthplace_National_Monument	National monuments	38.18556; -76.91639	The George Washington Birthplace National Monument is a national monument in Westmoreland County, Virginia, at the confluence of Popes Creek and the Potomac River.  It commemorates the birthplace location of George Washington, a Founding Father and the first President of the United States, who was born here on February 22, 1732.
George Washington Carver National Monument	Missouri	https://en.wikipedia.org/wiki/George_Washington_Carver_National_Monument	National monuments	36.986361; -94.354191	George Washington Carver National Monument is a unit of the National Park Service in Newton County, Missouri.  The national monument was founded on July 14, 1943, by Franklin Delano Roosevelt, who dedicated $30,000 to the monument.
Gila Cliff Dwellings National Monument	New Mexico	https://en.wikipedia.org/wiki/Gila_Cliff_Dwellings_National_Monument	National monuments	33.22722; -108.27222	Gila Cliff Dwellings National Monument is a U. S.
Governors Island National Monument	New York	https://en.wikipedia.org/wiki/Governors_Island_National_Monument	National monuments	40.69139; -74.01611	Governors Island National Monument, a unit of the United States national park system, is located in New York City on 22 acres (89,000 m2) of Governors Island, a 172-acre (0.70 km2) island located off the southern tip of Manhattan Island at the confluence of the Hudson and East Rivers in New York Harbor..
Grand Canyon–Parashant National Monument (not an official NPS unit)	Arizona	https://en.wikipedia.org/wiki/Grand_Canyon%E2%80%93Parashant_National_Monument	National monuments	36.400; -113.700	Grand Canyon–Parashant National Monument (sometimes referred to as Parashant National Monument) is located on the northern edge of the Grand Canyon in northwest Arizona, on the Arizona Strip.   The monument was established by Presidential Proclamation 7265 on January 11, 2000.
Grand Portage National Monument	Minnesota	https://en.wikipedia.org/wiki/Grand_Portage_National_Monument	National monuments	47.99639; -89.73417	Grand Portage National Monument is a United States National Monument located on the north shore of Lake Superior in northeastern Minnesota that preserves a vital center of fur trade activity and Anishinaabeg Ojibwe heritage.  The area became one of the British Empire's four main fur trading centers in North America, along with Fort Niagara, Fort Detroit, and Michilimackinac.
Hagerman Fossil Beds National Monument	Idaho	https://en.wikipedia.org/wiki/Hagerman_Fossil_Beds_National_Monument	National monuments	42.79028; -114.94528	Hagerman Fossil Beds National Monument near Hagerman, Idaho, contains the largest concentration of Hagerman horse fossils in North America.  The fossil horses for which the monument is famous have been found in only one locale in the northern portion of the monument called the Hagerman Horse Quarry.
Hohokam Pima National Monument	Arizona	https://en.wikipedia.org/wiki/Hohokam_Pima_National_Monument	National monuments	33.1875; -111.9245	The Hohokam Pima National Monument is an ancient Hohokam village within the Gila River Indian Community, near present-day Sacaton, Arizona.  The monument features the archaeological site Snaketown 30 miles (48 km) southeast of Phoenix, Arizona,[6] designated a National Historic Landmark in 1964.
Hovenweep National Monument	Colorado, Utah	https://en.wikipedia.org/wiki/Hovenweep_National_Monument	National monuments	37.38389; -109.07722	Hovenweep National Monument is located on land in southwestern Colorado and southeastern Utah, between Cortez, Colorado and Blanding, Utah on the Cajon Mesa of the Great Sage Plain.   Shallow tributaries run through the wide and deep canyons into the San Juan River.
Jewel Cave National Monument	South Dakota	https://en.wikipedia.org/wiki/Jewel_Cave_National_Monument	National monuments	43.72944; -103.82944	Jewel Cave National Monument contains Jewel Cave, currently the fourth longest cave in the world, with 215.05 miles (346.09 kilometers) of mapped passageways. [3][4][5] It is located approximately 13 miles (21 km) west of the town of Custer in Black Hills of South Dakota.
John Day Fossil Beds National Monument	Oregon	https://en.wikipedia.org/wiki/John_Day_Fossil_Beds_National_Monument	National monuments	44.55583; -119.64528	Unknown
Katahdin Woods and Waters National Monument	Maine	https://en.wikipedia.org/wiki/Katahdin_Woods_and_Waters_National_Monument	National monuments	45.970362; -68.619336	Katahdin Woods and Waters National Monument is a U. S.
Lava Beds National Monument	California	https://en.wikipedia.org/wiki/Lava_Beds_National_Monument	National monuments	41.71389; -121.50833	Lava Beds National Monument is located in northeastern California, in Siskiyou and Modoc counties.  The monument lies on the northeastern flank of Medicine Lake Volcano and has the largest total area covered by a volcano in the Cascade Range.
Little Bighorn Battlefield National Monument	Montana	https://en.wikipedia.org/wiki/Little_Bighorn_Battlefield_National_Monument	National monuments	45.57028; -107.42750	Little Bighorn Battlefield National Monument preserves the site of the June 25 and 26, 1876, Battle of the Little Bighorn, near Crow Agency, Montana, in the United States.  It also serves as a memorial to those who fought in the battle: George Armstrong Custer's 7th Cavalry and a combined Lakota-Northern Cheyenne and Arapaho force.
Medgar and Myrlie Evers Home	Mississippi	https://en.wikipedia.org/wiki/Medgar_and_Myrlie_Evers_Home	National monuments	32.34097; -90.21265	City of Oxford
Mill Springs Battlefield	Kentucky	https://en.wikipedia.org/wiki/Mill_Springs_Battlefield	National monuments	37.06889; -84.73611	The Mill Springs Battlefield National Monument was the location of the Battle of Mill Springs (also known as Battle of Fishing Creek and as Battle of Logan's Crossroads) in January 1862.  It was declared to be a U.
